#Parameters = {FSS=70; FSSX=1; FSSY=-1; MT=0.018; T=0.13; epsilon=8.918419558; g=-10; gl=15; gw=26; hg=18; hgl=-3; hgnd1up=0; hgw=0.5; hgx1=15; hgy1=10; hsll=1.5; hslw=14.5; n=2; phanup=50; phanx=0; phany=0; pl=26; plusex=0; plusey=0; plusl=6.5; plusw=2.5; plusx=4; plusy=4; pw=23; r=17.35655495771; sl=24; sll=-10; sll1=-16; slot1side=0; slot1up=-1; slot2side=0; slot2up=-8; slw=0.5; slw1=0.5; stripl=19; stripw=1.5; stubl=2; stubw=0.5; stubx=-2.5; stw=0.5; stw1=0; sty=1; sw=30; tand=0.520904295; x=17}
#"Frequency / GHz"	"S1,1 (1) [Magnitude]"
#----------------------------------------
1.0000000000000	-2.9731581473872
1.0039999485016	-2.9828290181396
1.0080000162125	-2.9939372224944
1.0119999647141	-3.0068533025130
1.0160000324249	-3.0219519040354
1.0199999809265	-3.0396130797912
1.0240000486374	-3.0602193445508
1.0279999971390	-3.0841598890097
1.0319999456406	-3.1118324744890
1.0360000133514	-3.1436456843399
1.0399999618530	-3.1800164600172
1.0440000295639	-3.2213778213365
1.0479999780655	-3.2681831682149
1.0520000457764	-3.3209016977127
1.0559999942780	-3.3800313740095
1.0599999427795	-3.4460965536277
1.0640000104904	-3.5196518036086
1.0679999589920	-3.6012918408920
1.0720000267029	-3.6916517279684
1.0759999752045	-3.7914163241761
1.0800000429153	-3.9013194284510
1.0839999914169	-4.0221606127270
1.0880000591278	-4.1548046493620
1.0920000076294	-4.3001914435035
1.0959999561310	-4.4593463051902
1.1000000238419	-4.6333900687735
1.1039999723434	-4.8235487273480
1.1080000400543	-5.0311648623888
1.1119999885559	-5.2577143836324
1.1160000562668	-5.5048180839392
1.1200000047684	-5.7742605076925
1.1239999532700	-6.0680052338179
1.1280000209808	-6.3882120646708
1.1319999694824	-6.7372570352376
1.1360000371933	-7.1177389156150
1.1399999856949	-7.5324900645226
1.1440000534058	-7.9845605375703
1.1480000019073	-8.4771678768022
1.1519999504089	-9.0135927648310
1.1560000181198	-9.5969534074863
1.1599999666214	-10.229772989756
1.1640000343323	-10.913186307254
1.1679999828339	-11.645496885465
1.1720000505447	-12.419675468824
1.1759999990463	-13.219218990370
1.1799999475479	-14.012012173072
1.1840000152588	-14.743276703928
1.1879999637604	-15.332631547514
1.1920000314713	-15.686024823460
1.1959999799728	-15.730144487854
1.2000000476837	-15.452432254144
1.2039999961853	-14.908953529819
1.2079999446869	-14.191402962414
1.2120000123978	-13.387176086667
1.2159999608994	-12.559851755366
1.2200000286102	-11.748449610917
1.2239999771118	-10.973930418372
1.2280000448227	-10.245927617605
1.2319999933243	-9.5675480317531
1.2359999418259	-8.9383567416538
1.2400000095367	-8.3561492001911
1.2439999580383	-7.8179138704795
1.2480000257492	-7.3203719543573
1.2519999742508	-6.8602485443549
1.2560000419617	-6.4344286803010
1.2599999904633	-6.0400022563033
1.2640000581741	-5.6743022798556
1.2680000066757	-5.3348920373430
1.2719999551773	-5.0195619133849
1.2760000228882	-4.7263090160481
1.2799999713898	-4.4533187608133
1.2840000391006	-4.1989506429615
1.2879999876022	-3.9617179753258
1.2920000553131	-3.7402714905953
1.2960000038147	-3.5333911570211
1.2999999523163	-3.3399657214288
1.3040000200272	-3.1589872665948
1.3079999685287	-2.9895362367740
1.3120000362396	-2.8307788055711
1.3159999847412	-2.6819502092951
1.3200000524521	-2.5423569823348
1.3240000009537	-2.4113644124808
1.3279999494553	-2.2883898815476
1.3320000171661	-2.1729019621258
1.3359999656677	-2.0644153451471
1.3400000333786	-1.9624835694996
1.3439999818802	-1.8666987066434
1.3480000495911	-1.7766858527400
1.3519999980927	-1.6920990786280
1.3559999465942	-1.6126228435872
1.3600000143051	-1.5379655697064
1.3639999628067	-1.4678605753415
1.3680000305176	-1.4020609600207
1.3719999790192	-1.3403392123495
1.3760000467300	-1.2824861646657
1.3799999952316	-1.2283092892244
1.3839999437332	-1.1776300126002
1.3880000114441	-1.1302847243374
1.3919999599457	-1.0861196505400
1.3960000276566	-1.0449947388030
1.3999999761581	-1.0067798420167
1.4040000438690	-0.97135433931815
1.4079999923706	-0.93860581223892
1.4119999408722	-0.90842999288079
1.4160000085831	-0.88072901035816
1.4199999570847	-0.85541381955386
1.4240000247955	-0.83239913168561
1.4279999732971	-0.81160540410614
1.4320000410080	-0.79295782252812
1.4359999895096	-0.77638681103984
1.4400000572205	-0.76182588766275
1.4440000057220	-0.74921181698363
1.4479999542236	-0.73848359302848
1.4520000219345	-0.72958489669017
1.4559999704361	-0.72245891901814
1.4600000381470	-0.71705225196081
1.4639999866486	-0.71331342594129
1.4680000543594	-0.71118970229900
1.4720000028610	-0.71063209412869
1.4759999513626	-0.71158965840084
1.4800000190735	-0.71401225215161
1.4839999675751	-0.71785129876735
1.4880000352859	-0.72305750994336
1.4919999837875	-0.72957918143918
1.4960000514984	-0.73736596595490
1.5000000000000	-0.74636736567157
1.5039999485016	-0.75652972477968
1.5080000162125	-0.76780140758895
1.5119999647141	-0.78012731495077
1.5160000324249	-0.79345352687553
1.5199999809265	-0.80772155182909
1.5240000486374	-0.82287774395051
1.5279999971390	-0.83886181680759
1.5319999456406	-0.85561687107929
1.5360000133514	-0.87308247287173
1.5399999618530	-0.89119962211212
1.5440000295639	-0.90990716382184
1.5479999780655	-0.92914738880774
1.5520000457764	-0.94885949998133
1.5559999942780	-0.96898354720582
1.5599999427795	-0.98946236292062
1.5640000104904	-1.0102383073608
1.5679999589920	-1.0312548953116
1.5720000267029	-1.0524586370670
1.5759999752045	-1.0737968294768
1.5800000429153	-1.0952194346398
1.5839999914169	-1.1166809173871
1.5880000591278	-1.1381356417406
1.5920000076294	-1.1595444113518
1.5959999561310	-1.1808693490313
1.6000000238419	-1.2020772904997
1.6039999723434	-1.2231391151982
1.6080000400543	-1.2440293837268
1.6119999885559	-1.2647272545595
1.6160000562668	-1.2852170868008
1.6200000047684	-1.3054864131392
1.6239999532700	-1.3255270346224
1.6280000209808	-1.3453364485321
1.6319999694824	-1.3649177251141
1.6360000371933	-1.3842739471158
